CID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,Score
1532,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,5
1533,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,5
1534,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6
1535,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,5
1536,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,7
1537,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,5
1538,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,6
1539,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,5
1540,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,6
1541,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,4
1542,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,5
1543,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,5
1544,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,8
1545,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,5
1546,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,7
1547,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,9
1548,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,7
1549,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,7
1550,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,7
1551,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,4
1552,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,5
1553,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,4
1554,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,2
1555,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,4
1556,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,6
1557,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,4
1558,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,5
1559,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,5
1560,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,7
1561,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,7
1562,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,6
1563,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,7
1564,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2
1565,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,8
1566,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,6
1567,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,7
1568,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,9
1569,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2
1570,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,6
1571,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,4
1572,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,4
1573,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,4
1574,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,5
1575,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,3
1576,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,3
1577,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,5
1578,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,6
1579,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,8
1580,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,5
1581,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,5
1582,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,6
1583,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,4
1584,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,7
1585,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,6
1586,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,6
1587,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,5
1588,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,7
1589,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,7
1590,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,5
1591,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,7
1592,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,8
1593,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,7
1594,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,2
1595,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,4
1596,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5
1597,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,6
1598,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,6
1599,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3
1600,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,8
1601,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,6
1602,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,5
1603,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4
1604,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,2
1605,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,4
1606,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,5
1607,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,6
1608,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,6
1609,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,5
1610,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,3
1611,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,8
1612,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,6
1613,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4
1614,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,5
1615,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,6
1616,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2
1617,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,5
1618,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,4
1619,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,3
1620,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,7
1621,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,5
1622,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,5
1623,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,6
1624,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,8
1625,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,8
1626,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,4
1627,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,4
1628,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,4
1629,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,3
1630,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,7
1631,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,5
1632,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4
1633,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,7
1634,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,6
1635,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,6
1636,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,6
1637,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,3
1638,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,6
1639,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,6
1640,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,5
1641,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,4
1642,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,9
1643,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,3
1644,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,5
1645,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,7
1646,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,7
1647,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,5
1648,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,7
1649,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,7
1650,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,6
1651,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,4
1652,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,7
1653,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,5
1654,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,8
1655,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,5
1656,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,5
1657,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,7
1658,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,6
1659,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,4
1660,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,5
1661,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,8
1662,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4
1663,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,4
1664,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,7
1665,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,5
1666,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,5
1667,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,6
1668,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,6
1669,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4
1670,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,2
1671,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,6
1672,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,7
1673,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,6
1674,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,7
1675,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,5
1676,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,3
1677,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4
1678,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,3
1679,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,4
1680,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,7
1681,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,6
1682,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,3
1683,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,5
1684,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,3
1685,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,5
1686,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,6
1687,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,5
1688,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4
1689,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,6
1690,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,9
1691,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,5
1692,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,8
1693,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,6
1694,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,5
1695,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,4
1696,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,3
1697,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,4
1698,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,7
1699,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3
1700,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,6
1701,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,2
1702,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,6
1703,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,6
1704,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,5
1705,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,5
1706,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,6
1707,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,5
1708,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,5
1709,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,5
1710,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,5
1711,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,7
1712,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,7
1713,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,7
1714,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,6
1715,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,4
1716,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6
1717,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,4
1718,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,5
1719,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,8
1720,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,3
1721,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,6
1722,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,6
1723,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,9
1724,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,6
1725,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,5
1726,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,5
1727,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,4
1728,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,6
1729,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,8
1730,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,6
1731,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,4
1732,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,8
1733,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,7
1734,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,5
1735,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,5
1736,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,7
1737,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,5
1738,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5
1739,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,7
1740,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,4
1741,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,4
1742,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,4
1743,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,5
1744,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,7
1745,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,5
1746,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,4
1747,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,7
1748,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3
1749,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,7
1750,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,4
1751,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,7
1752,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,3
1753,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,6
1754,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2
1755,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,3
1756,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,4
1757,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,4
1758,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,8
1759,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,9
1760,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,7
1761,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4
1762,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,8
1763,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,7
1764,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,4
1765,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,8
1766,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7
1767,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,7
1768,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,3
1769,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4
1770,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,5
1771,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,7
1772,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,5
1773,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,4
1774,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,9
1775,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,9
1776,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,6
1777,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,5
1778,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,5
1779,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,7
1780,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,6
1781,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4
1782,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,8
1783,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,8
1784,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4
1785,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,10
1786,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,3
1787,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,6
1788,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,6
1789,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,7
1790,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,7
1791,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,5
1792,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,8
1793,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2
1794,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,3
1795,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,6
1796,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,5
1797,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,4
1798,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,6
1799,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,7
1800,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1801,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,5
1802,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,6
1803,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,5
1804,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5
1805,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,7
1806,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,6
1807,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,6
1808,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2
1809,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6
1810,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,5
1811,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,6
1812,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,4
1813,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,6
1814,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,6
1815,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,4
1816,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,4
1817,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5
1818,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,6
1819,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,6
1820,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,8
1821,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,7
1822,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,7
1823,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,4
1824,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,8
1825,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,6
1826,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,7
1827,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,4
1828,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,7
1829,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,5
1830,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,6
1831,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,7
1832,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,6
1833,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,8
1834,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,6
1835,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,6
1836,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,7
1837,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,4
1838,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,7
1839,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,2
1840,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,5
1841,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,6
1842,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,6
1843,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,3
1844,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,4
1845,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,5
1846,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,7
1847,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,5
1848,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,7
1849,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,5
1850,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,7
1851,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,3
1852,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5
1853,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2
1854,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,6
1855,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,6
1856,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,4
1857,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5
1858,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,9
1859,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,8
1860,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,7
1861,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,3
1862,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,7
1863,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3
1864,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,5
1865,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,2
1866,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,3
1867,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,6
1868,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,3
1869,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,3
1870,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,8
1871,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,5
